Date, Open, High, Low, Close, Volume, OI
2020-06-10, 366, 370.45, 351.44, 351.76, 26065560, 0.0
2020-06-11, 366.5, 367.49, 357.41, 357.5434, 4252118, 0.0
2020-06-14, 352.61, 367.27, 349.75, 367.07, 8911032, 0.0
2020-06-15, 369, 370.67, 353.5501, 362.92, 12244888, 0.0
2020-06-16, 364.55, 371.96, 362.81, 369.47, 9136293, 0.0
2020-06-17, 369.08, 371.3, 364.58, 369, 11309763, 0.0
2020-06-18, 369.7, 377.8, 369.0935, 370.38, 21290511, 0.0
2020-06-21, 372, 381.18, 370.932, 381, 8934085, 0.0
2020-06-22, 382.04, 385.7, 376.3, 378.04, 8652646, 0.0
2020-06-23, 379.05, 382.2552, 365.7802, 369.42, 10502423, 0.0
2020-06-24, 374.23, 380.2, 367.29, 379.8, 8522986, 0.0
2020-06-25, 380, 380, 365, 366.44, 13084062, 0.0
2020-06-28, 366.79, 368.18, 356, 368.12, 7835848, 0.0
2020-06-29, 372.5597, 381.05, 370.6601, 379.4455, 8129334, 0.0
2020-06-30, 380.83, 383.0269, 376.52, 380.9, 7586340, 0.0
2020-07-01, 385.56, 389.5, 383.13, 384.76, 8246122, 0.0
2020-07-05, 389.67, 396.35, 388.5, 393.64, 6821831, 0.0
2020-07-06, 397.85, 402.8, 394.03, 394.59, 8269191, 0.0
2020-07-07, 399.75, 409, 398.62, 408.9, 8868630, 0.0
2020-07-08, 415.21, 422.8, 409.34, 420.36, 11558907, 0.0
2020-07-09, 423.33, 426.21, 415.15, 419.18, 11578251, 0.0
2020-07-12, 423.8, 431.6899, 401, 402.27, 10891985, 0.0
2020-07-13, 403, 416.11, 391.42, 415.22, 12837587, 0.0
2020-07-14, 416.57, 417.32, 402.23, 409.06, 9108168, 0.0
2020-07-15, 400.6, 408.2699, 395.82, 405.02, 7926503, 0.0
2020-07-16, 409.02, 409.94, 403.5101, 408.1, 6085342, 0.0
2020-07-19, 410.97, 421.25, 406.27, 420.43, 6399295, 0.0
2020-07-20, 420.52, 422.3971, 411.47, 413.16, 6490049, 0.0
2020-07-21, 414.7, 424.1, 411.6623, 417.74, 8826766, 0.0
2020-07-22, 418, 421.88, 403.8, 405.46, 6899624, 0.0
2020-07-23, 395, 414.59, 391.08, 407.9, 11235181, 0.0
2020-07-26, 409.29, 417.67, 408.71, 416.86, 6700066, 0.0
2020-07-27, 414.97, 415.28, 408.37, 408.62, 5815941, 0.0
2020-07-28, 415.632, 420.65, 413.88, 418.62, 6715092, 0.0
2020-07-29, 415, 424.9218, 411.81, 424.43, 7259635, 0.0
2020-07-30, 422.53, 430.66, 417.32, 424.58, 8923622, 0.0
2020-08-02, 429.3, 443.6595, 428.61, 440.41, 6571862, 0.0
2020-08-03, 442, 449.11, 436.2401, 449.11, 7282623, 0.0
2020-08-04, 449.76, 454.8672, 446.65, 451.69, 5938387, 0.0
2020-08-05, 453.99, 454.32, 447.15, 453.46, 5770246, 0.0
2020-08-06, 452.5, 460.19, 441.5, 447.98, 8157216, 0.0
2020-08-09, 446.8, 452.65, 434.26, 446.61, 8898040, 0.0
2020-08-10, 442.95, 445.47, 431.83, 434.11, 8426783, 0.0
2020-08-11, 439.63, 458.68, 438.33, 457.51, 11119851, 0.0
2020-08-12, 461.84, 468.87, 454.23, 457.72, 8954994, 0.0
2020-08-13, 461.2, 468.19, 457.62, 462.555, 8770693, 0.0
2020-08-16, 474.05, 496.39, 472.6876, 493.58, 14269724, 0.0
2020-08-17, 498, 499.84, 483.45, 490.42, 11604888, 0.0
2020-08-18, 491.86, 492.6, 483.92, 485.74, 12361346, 0.0
2020-08-19, 479, 495, 475.15, 485.57, 22253643, 0.0
2020-08-20, 488.07, 512.348, 487.8064, 507.14, 24302131, 0.0
2020-08-23, 515.35, 516.5, 500.3, 508.62, 11738566, 0.0
2020-08-24, 505.23, 510.45, 502.95, 510.03, 6847638, 0.0
2020-08-25, 511.9694, 514.7396, 507.11, 510.92, 7613959, 0.0
2020-08-26, 511.26, 514, 502.6573, 505.18, 7482072, 0.0
2020-08-27, 506.9965, 525.92, 505.7, 525.92, 12669199, 0.0
2020-08-30, 527.3114, 543, 521.51, 532.46, 11586763, 0.0
2020-08-31, 539.2, 559.75, 537.46, 553, 12198861, 0.0
2020-09-01, 588.15, 589.0699, 556, 573.86, 20462581, 0.0
2020-09-02, 553.1454, 555.38, 515.15, 520.75, 22266400, 0.0
